tanggal,sumber (url),judul berita,konten,politik,hukum,nasional,jumlah label
2025-01-09,https://news.detik.com/berita/d-7725731/fadli-zon-akan-revitalisasi-galeri-nasional-agar-lebih-representatif,Fadli Zon akan Revitalisasi Galeri Nasional: Agar Lebih Representatif,Kementerian Kebudayaan berencana merevitalisasi Galeri Nasional di Jakarta Pusat,1,0,1,3
2024-08-03,https://news.detik.com/foto-news/d-7471794/pemimpin-hamas-ismail-haniyeh-dimakamkan-di-doha,Pemimpin Hamas Ismail Haniyeh Dimakamkan di Doha,"Doha - Pemakaman pemimpin politik Hamas, Ismail Haniyeh berlangsung di Doha, Qatar pada hari Jumat (2/8), setelah pembunuhannya 2 hari lalu di ibu kota Iran, Teheran",1,0,0,2
2025-07-18,https://news.detik.com/berita/d-8018210/hakim-perintahkan-jaksa-balikin-ipad-dan-macbook-tom-lembong,Hakim Perintahkan Jaksa Balikin iPad dan MacBook Tom Lembong,Majelis hakim memerintahkan jaksa penuntut umum (JPU) mengembalikan iPad dan MacBook milik mantan Menteri Perdagangan Thomas Trikasih Lembong atau Tom Lembong yang ditemukan saat sidak di rutan,1,1,0,6
2025-01-10,https://news.detik.com/berita/d-7725982/canda-hakim-mk-saat-cabup-halsel-rusihan-muhtar-duga-ada-politik-uang-di-bacan,Canda Hakim MK Saat Cabup Halsel Rusihan-Muhtar Duga Ada Politik Uang di Bacan,Pasangan calon nomor urut 2 Rusihan Jafar dan Muhtar Sumaila mendalilkan adanya pembagian uang di Kecamatan Bacan dalam Pilbup Halmahera Selatan,0,0,0,0
2025-02-10,https://news.detik.com/berita/d-7772201/sebut-ada-yang-mau-pisahkan-dirinya-dengan-jokowi-prabowo-singgung-pecah-belah,"Sebut Ada yang Mau Pisahkan Dirinya dengan Jokowi, Prabowo Singgung Pecah Belah",Presiden Prabowo Subianto menyebut ada pihak yang ingin memisahkan dirinya dengan Presiden RI ke-7 Joko Widodo (Jokowi),1,0,0,2
2024-08-29,https://news.detik.com/pilkada/d-7515136/gerindra-ingatkan-rk-tak-anggap-remeh-pramono-beliau-senior-di-politik,Gerindra Ingatkan RK Tak Anggap Remeh Pramono: Beliau Senior di Politik,"Partai Gerindra memuji sosok bakal cagub Jakarta dari PDIP, Pramono Anung, yang akan berhadapan dengan jagoannya, Ridwan Kamil (RK)",1,0,0,2
2024-12-03,https://news.detik.com/kolom/d-7667070/kepemimpinan-politik-dan-percepatan-transisi-energi,Kepemimpinan Politik dan Percepatan Transisi Energi,"Transisi dari energi berbasis fosil ke energi hijauâseperti energi matahari, angin, dan biomassa membuka peluang besar untuk menciptakan lingkungan yang lebih bersih dan mendukung pembangunan berkelanjutan",0,0,0,0
2025-03-24,https://news.detik.com/internasional/d-7838580/israel-gempur-rs-gaza-5-orang-tewas-termasuk-pemimpin-politik-hamas,"Israel Gempur RS Gaza, 5 Orang Tewas Termasuk Pemimpin Politik Hamas",Serangan udara Israel menghantam sebuah rumah sakit di Jalur Gaza pada Minggu (23/3) waktu setempat,0,0,0,0
2024-11-23,https://news.detik.com/pilkada/d-7653028/rk-dan-komunitas-pulogadung-bersatu-teken-kontrak-politik-tolak-radikalisme,RK dan Komunitas Pulogadung Bersatu Teken Kontrak Politik Tolak Radikalisme,"Calon gubernur (cagub) Jakarta nomor urut 1, Ridwan Kamil (RK), mengatakan akan menjadikan Jakarta kota paling toleran",0,0,0,0
2025-07-23,https://news.detik.com/berita/d-8025160/pramono-soal-pembongkaran-tiang-monorel-tunggu-arahan-penegak-hukum,Pramono soal Pembongkaran Tiang Monorel: Tunggu Arahan Penegak Hukum,Gubernur DKI Jakarta Pramono Anung ingin membongkar tiang monorel yang terbengkalai di Jakarta,0,0,0,0
2025-01-24,https://news.detik.com/berita/d-7747831/bamsoet-hadiri-hut-ke-75-tutut-soeharto-puji-kiprah-sosial-politik,"Bamsoet Hadiri HUT Ke-75 Tutut Soeharto, Puji Kiprah Sosial & Politik","Wakil Ketua Umum Partai Golkar Bambang Soesatyo mengapresiasi kiprah Siti Hardijanti Rukmana (Mbak Tutut), sebagai salah satu senior dan tokoh Partai Golkar",1,0,0,2
2025-07-28,https://news.detik.com/berita/d-8033222/tuntut-7-tahun-bui-jaksa-ketua-pn-surabaya-terima-gratifikasi-rp-21-9-m,"Tuntut 7 Tahun Bui, Jaksa: Ketua PN Surabaya Terima Gratifikasi Rp 21,9 M","Jaksa penuntut umum (JPU) meyakini mantan Ketua Pengadilan Negeri (PN) Surabaya, Rudi Suparmono, menerima gratifikasi yang berkaitan dengan jabatannya",0,1,0,4
2025-04-28,https://news.detik.com/berita/d-7890126/hari-keterbukaan-informasi-nasional-sejarah-dan-perkembangan,Hari Keterbukaan Informasi Nasional: Sejarah dan Perkembangan,Pada tanggal 30 April 2025 akan diperingati Hari Keterbukaan Informasi Nasional (HAKIN),0,0,1,1
2025-01-08,https://news.detik.com/berita/d-7722442/fadli-zon-dorong-pembangunan-museum-seni-nasional-istana-tampak-siring,Fadli Zon Dorong Pembangunan Museum Seni Nasional Istana Tampak Siring,"Menteri Kebudayaan RI Fadli Zon menyoroti pentingnya pelestarian seni dan sejarah di Istana Tampak Siring, Bali",1,0,1,3
2024-12-23,https://news.detik.com/berita/d-7699279/mendagri-dukung-perayaan-natal-nasional-2024,Mendagri Dukung Perayaan Natal Nasional 2024,"Menteri Dalam Negeri (Mendagri) Muhammad Tito Karnavian mendukung penyelenggaraan Perayaan Natal Nasional 2024 di Indonesia Arena Gelora Bung Karno (GBK), Jakarta, 28 Desember 2024",1,0,1,3
2025-06-17,https://news.detik.com/berita/d-7966799/kenapa-17-juni-diperingati-hari-dermaga-nasional-simak-serba-serbinya,Kenapa 17 Juni Diperingati Hari Dermaga Nasional? Simak Serba-serbinya,"Setiap tanggal 17 Juni, Indonesia memperingati Hari Dermaga Nasional",0,0,1,1
2025-04-03,https://news.detik.com/berita/d-7853468/pimpinan-dpr-dasco-ajak-jaga-kepentingan-nasional-buntut-tarif-trump,Pimpinan DPR Dasco Ajak Jaga Kepentingan Nasional Buntut Tarif Trump,Wakil Ketua DPR Sufmi Dasco Ahmad merespons kebijakan tarif baru Amerika Serikat (AS) yang diumumkan Presiden AS Donald Trump,1,0,0,2
2025-05-16,https://news.detik.com/berita/d-7917984/kpk-dan-parpol-bahas-biaya-pemilu-tinggi-potensi-korupsi-pembiayaan-politik,KPK dan Parpol Bahas Biaya Pemilu Tinggi-Potensi Korupsi Pembiayaan Politik,Komisi Pemberantasan Korupsi (KPK) menggelar diskusi dengan partai politik (parpol) soal kajian potensi korupsi pada pembiayaan politik,1,1,0,6
2025-07-25,https://news.detik.com/berita/d-8028249/3-fakta-erika-carlina-laporkan-dj-panda-terkait-dugaan-pengancaman-ke-polisi,3 Fakta Erika Carlina Laporkan DJ Panda Terkait Dugaan Pengancaman ke Polisi,Aktris Erika Carlina menyambangi Polda Metro Jaya kemarin,0,0,0,0
2024-08-22,https://news.detik.com/berita/d-7503135/gus-yahya-nu-berhadapan-pkb-sama-dengan-demo-mahasiswa-lembaga-politik,Gus Yahya: NU Berhadapan PKB Sama dengan Demo Mahasiswa-Lembaga Politik,Ketum PBNU Yahya Cholil Staquf atau Gus Yahya mengibaratkan situasi demo yang menolak Revisi UU Pilkada di gedung DPR dengan polemik NU vs PKB,1,0,0,2
2025-06-11,https://news.detik.com/berita/d-7958744/gubernur-lemhanas-hilirisasi-nasional-tak-bisa-lepas-dari-peran-jakarta,Gubernur Lemhanas: Hilirisasi Nasional Tak Bisa Lepas dari Peran Jakarta,"Gubernur Lembaga Ketahanan Nasional (Lemhannas), Tubagus Ace Hasan Syadzily, menegaskan pentingnya peran strategis Jakarta dalam mendukung agenda hilirisasi nasional",0,1,1,5
2025-07-20,https://news.detik.com/berita/d-8020599/pilu-menteri-pppa-ungkap-banyak-anak-anak-tak-hafal-lagu-nasional,Pilu Menteri PPPA Ungkap Banyak Anak-anak Tak Hafal Lagu Nasional,"Menteri Pemberdayaan Perempuan dan Perlindungan Anak (PPPA), Arifatul Fauzi, mengungkap banyak anak-anak Indonesia saat ini yang tak hafal lagu nasional",1,0,1,3
2025-06-12,https://news.detik.com/kolom/d-7961410/prabowo-naikkan-gaji-hakim-junior-280-terobosan-keadilan-struktural,Prabowo Naikkan Gaji Hakim Junior 280%: Terobosan Keadilan Struktural,"Langkah Presiden Prabowo Subianto menaikkan gaji para hakim, terutama untuk golongan terbawah hingga 280% bukan hanya layak diapresiasi, tetapi patut disebut sebagai terobosan keadilan struktural dalam sistem hukum Indonesia",1,1,1,7
2025-02-21,https://news.detik.com/berita/d-7786831/hari-peduli-sampah-nasional-2025-tema-logo-hingga-rangkaian-acara,"Hari Peduli Sampah Nasional 2025: Tema, Logo hingga Rangkaian Acara",Hari Peduli Sampah Nasional (HPSN) 2025 diperingati pada tanggal 21 Februari,0,0,1,1
2025-03-08,https://news.detik.com/berita/d-7813798/pramono-di-acara-pembubaran-timses-janji-janji-politik-akan-segera-dipenuhi,Pramono di Acara Pembubaran Timses: Janji-Janji Politik Akan Segera Dipenuhi,"Gubernur Jakarta, Pramono Anung, menyampaikan akan segera memenuhi seluruh janji politiknya",1,0,0,2
2025-02-15,https://news.detik.com/internasional/d-7779896/presiden-lebanon-bersumpah-hukum-penyerang-tentara-penjaga-perdamaian-pbb,Presiden Lebanon Bersumpah Hukum Penyerang Tentara Penjaga Perdamaian PBB,Presiden Lebanon Joseph Aoun memberikan reaksi keras terhadap penyerangan yang melanda konvoi pasukan penjaga perdamaian Perserikatan Bangsa-Bangsa (PBB) atau UNIFIL di negara tersebut,1,0,1,3
2025-02-17,https://news.detik.com/berita/d-7782129/menkum-supratman-dukung-wacana-pembentukan-badan-legislasi-nasional,Menkum Supratman Dukung Wacana Pembentukan Badan Legislasi Nasional,Menteri Hukum (Menkum) Supratman Andi Agtas mendukung rencana pembentukan Badan Legislasi Nasional,1,0,1,3
2025-07-23,https://news.detik.com/berita/d-8024684/hari-kebaya-nasional-24-juli-2025-apakah-libur-cek-infonya,"Hari Kebaya Nasional 24 Juli 2025, Apakah Libur? Cek Infonya","Hari Kebaya Nasional diperingati setiap tanggal 24 Juli, sejak resmi ditetapkan oleh pemerintah pada tahun 2023",0,0,1,1
2025-05-20,https://news.detik.com/berita/d-7923928/mensos-usulan-marsinah-jadi-pahlawan-nasional-tak-memungkinkan-tahun-ini,Mensos: Usulan Marsinah Jadi Pahlawan Nasional Tak Memungkinkan Tahun ini,"Menteri Sosial (Mensos), Saifullah Yusuf (Gus Ipul), mengatakan usulan aktivis buruh Marsinah untuk menjadi pahlawan nasional belum terlaksana tahun ini",1,0,1,3
2025-02-11,https://news.detik.com/berita/d-7772675/seleksi-paskibraka-nasional-2025-dimulai-cek-syarat-dan-juknisnya,"Seleksi Paskibraka Nasional 2025 Dimulai, Cek Syarat dan Juknisnya",Seleksi Pasukan Pengibar Bendera Pusaka (Paskibraka) Nasional tahun 2025 telah dibuka,0,0,1,1
2025-03-13,https://news.detik.com/berita/d-7821935/eks-kapolres-ngada-diproses-dijerat-hukum-sahroni-kapolri-super-tegas,"Eks Kapolres Ngada Diproses-Dijerat Hukum, Sahroni: Kapolri Super Tegas",Wakil Ketua Komisi III DPR RI Fraksi NasDem Ahmad Sahroni mengapresiasi Kapolri Jenderal Listyo Sigit Prabowo mencopot dan memproses eks Kapolres Ngada AKBP Fajar Widyadharma Lukman Sumaatmaja dalam kasus narkoba dan asusila,1,0,0,2
2025-06-26,https://news.detik.com/berita/d-7983423/daftar-tanggal-penting-juli-2025-peringati-hari-besar-nasional-internasional,"Daftar Tanggal Penting Juli 2025, Peringati Hari Besar Nasional-Internasional",Bulan Juli memiliki sederet tanggal penting untuk memperingati hari besar nasional maupun internasional,0,0,1,1
2025-07-22,https://news.detik.com/berita/d-8023188/20-ide-kegiatan-hari-anak-nasional-2025-di-sekolah-hingga-komunitas,20+ Ide Kegiatan Hari Anak Nasional 2025 di Sekolah hingga Komunitas,Hari Anak Nasional (HAN) tanggal 23 Juli 2025 menjadi momentum penting bagi anak-anak Indonesia,0,0,1,1
2024-09-09,https://news.detik.com/berita/d-7532183/sby-singgung-matahari-kembar-di-politik-akan-kacau-dan-makin-panas,SBY Singgung Matahari Kembar di Politik: Akan Kacau dan Makin Panas,Ketua Majelis Tinggi Partai Demokrat Susilo Bambang Yudhoyono (SBY) menyinggung soal matahari kembar di politik ataupun dalam kehidupan bernegara,1,0,1,3
2025-04-25,https://news.detik.com/berita/d-7886030/hari-pendidikan-nasional-2-mei-2025-libur-atau-tidak-cek-infonya,Hari Pendidikan Nasional 2 Mei 2025 Libur atau Tidak? Cek Infonya!,Hari Pendidikan Nasional (Hardiknas) diperingati setiap tanggal 2 Mei,0,0,1,1
2025-07-22,https://news.detik.com/berita/d-8023955/jaksa-minta-hotman-baca-lengkap-dokumen-terkait-impor-gula-jangan-dipotong,Jaksa Minta Hotman Baca Lengkap Dokumen Terkait Impor Gula: Jangan Dipotong,Jaksa penuntut umum (JPU) meminta pengacara Hotman Paris Hutapea membaca surat dari mantan Jaksa Agung HM Prasetyo dan mantan Jaksa Agung Muda Bidang Tata Usaha Negara (Jamdatun) pada 2017 terkait impor gula secara lengkap,0,1,1,5
2024-12-30,https://news.detik.com/berita/d-7710247/komisi-ii-dpr-bersurat-ke-pimpinan-baleg-untuk-susun-omnibus-law-politik,Komisi II DPR Bersurat ke Pimpinan-Baleg untuk Susun Omnibus Law Politik,Komisi II DPR menyampaikan hasil kerjanya selama 2024 dan fokus yang akan dilakukan tahun depan,1,0,0,2
2025-05-20,https://news.detik.com/berita/d-7922570/hari-kebangkitan-nasional-prabowo-indonesia-harus-bangkit-dan-berdikari,"Hari Kebangkitan Nasional, Prabowo: Indonesia Harus Bangkit dan Berdikari",Presiden Prabowo Subianto bicara Indonesia harus bangkit dan berdikari pada Hari Kebangkitan Nasional 20 Mei ini,1,0,1,3
2025-07-26,https://news.detik.com/berita/d-8030604/anak-korban-pemerkosaan-ayah-kandung-di-bekasi-jalani-konseling,Anak Korban Pemerkosaan Ayah Kandung di Bekasi Jalani Konseling,Seorang anak perempuan berusia 14 tahun di Bekasi menjadi korban pemerkosaan ayah kandungnya sejak setahun lalu,0,0,0,0
2024-09-11,https://news.detik.com/berita/d-7534816/ahli-hukum-nilai-petugas-tangkap-marimutu-sinivasan-layak-diberi-penghargaan,Ahli Hukum Nilai Petugas Tangkap Marimutu Sinivasan Layak Diberi Penghargaan,"Obligor Bantuan Likuiditas Bank Indonesia (BLBI), Marimutu Sinivasan, ditangkap saat hendak kabur ke Malaysia",0,0,1,1
2025-01-07,https://news.detik.com/foto-news/d-7721026/momen-pm-kanada-justin-trudeau-umumkan-pengunduran-diri,Momen PM Kanada Justin Trudeau Umumkan Pengunduran Diri,"Kanada - Justin Trudeau, Perdana Menteri Kanada, mengumumkan pengunduran dirinya setelah hampir satu dekade memimpin",1,0,0,2
2025-05-26,https://news.detik.com/berita/d-7932934/kpk-periksa-deputi-direktur-hukum-bi-terkait-kasus-korupsi-dana-csr,KPK Periksa Deputi Direktur Hukum BI Terkait Kasus Korupsi Dana CSR,KPK terus mengusut kasus dugaan korupsi terkait dana tanggung jawab sosial atau corporate social responsibility Bank Indonesia (CSR BI),0,1,1,5
2024-10-30,https://news.detik.com/pilkada/d-7614553/rk-soal-baliho-dirinya-pakai-jersey-persib-provokasi-politik-identitas,"RK soal Baliho Dirinya Pakai Jersey Persib: Provokasi, Politik Identitas","Beredar di media sosial baliho Cagub Jakarta, Ridwan Kamil (RK), yang tengah mengenakan jersey Persib",0,0,0,0
2025-04-22,https://news.detik.com/berita/d-7880380/kementrans-serap-masukan-kampus-nasional-soal-program-transmigrasi-patriot,Kementrans Serap Masukan Kampus Nasional soal Program Transmigrasi Patriot,"Menteri Transmigrasi, Iftitah Sulaiman dan Wakil Menteri Transmigrasi, Viva Yoga Mauladi menggelar Rapat Koordinasi Program Transmigrasi Patriot dengan perwakilan dari berbagai universitas nasional terkemuka",1,1,1,7
2025-03-13,https://news.detik.com/berita/d-7821684/nasir-pks-sudah-tepat-kapolri-copot-kapolres-ngada-selanjutnya-hukum,"Nasir PKS: Sudah Tepat Kapolri Copot Kapolres Ngada, Selanjutnya Hukum!","Anggota Komisi III DPR RI, Nasir Djamil, mengapresiasi langkah Kapolri Jenderal Listyo Sigit Prabowo mencopot dan memproses eks Kapolres Ngada AKBP Fajar Widyadharma Lukman Sumaatmaja yang terlibat kasus narkoba dan asusila",1,0,0,2
2025-02-07,https://news.detik.com/berita/d-7767798/kejiwaan-sunardi-si-pembunuh-keji-dinilai-sehat-proses-hukum-lanjut,"Kejiwaan Sunardi Si Pembunuh Keji Dinilai Sehat, Proses Hukum Lanjut","Polisi telah memeriksa Sunardi (44), si pembunuh pegawai koperasi di Cibarusah, Kabupaten Bekasi, yang ternyata juga membunuh istrinya",0,0,0,0
2024-07-08,https://news.detik.com/berita/d-7429222/mendagri-soroti-biaya-politik-tinggi-dorong-kepala-daerah-korupsi,Mendagri Soroti Biaya Politik Tinggi Dorong Kepala Daerah Korupsi,"Mendagri, Tito Karnavian, menilai pilkada langsung membuat biaya politik yang tinggi",1,0,0,2
2024-12-28,https://news.detik.com/berita/d-7707587/berbatik-cokelat-prabowo-hadiri-perayaan-natal-nasional-2024-di-gbk,"Berbatik Cokelat, Prabowo Hadiri Perayaan Natal Nasional 2024 di GBK",Presiden Prabowo Subianto menghadiri Perayaan Natal Nasional 2024,1,0,1,3
2025-06-19,https://news.detik.com/foto-news/d-7970834/menelusuri-jejak-bung-karno-lewat-arsip-visual-di-kota-lama-semarang,Menelusuri Jejak Bung Karno Lewat Arsip Visual di Kota Lama Semarang,"Semarang - Koleksi prangko, lukisan, dan foto Bung Karno dipamerkan di Semarang",0,0,0,0
2025-02-19,https://news.detik.com/berita/d-7784895/maki-dorong-penahanan-hasto-untuk-bukti-kpk-tidak-takut-tekanan-politik,MAKI Dorong Penahanan Hasto: Untuk Bukti KPK Tidak Takut Tekanan Politik,Masyarakat Antikorupsi Indonesia (MAKI) meminta KPK tidak berlarut-larut dalam mengusut kasus korupsi yang menjerat Sekjen PDIP Hasto Kristiyanto,0,1,1,5
2025-06-14,https://news.detik.com/berita/d-7962498/hari-purbakala-nasional-14-juni-2025-sejarah-dan-cara-merayakan,Hari Purbakala Nasional 14 Juni 2025: Sejarah dan Cara Merayakan,"Hari Purbakala Nasional diperingati setiap 14 Juni, dan tahun ini menandai peringatannya yang ke-112",0,0,1,1
2025-05-19,https://news.detik.com/berita/d-7922113/prabowo-bilang-ada-penegak-hukum-bongkar-korupsi-diancam-ini-kata-kpk,"Prabowo Bilang Ada Penegak Hukum Bongkar Korupsi Diancam, Ini Kata KPK",Presiden Prabowo Subianto mengaku mendapat laporan ada penegak hukum yang memberantas korupsi mendapatkan ancaman,1,1,0,6
2024-11-20,https://news.detik.com/internasional/d-7647875/qatar-bicara-soal-kantor-politik-hamas-di-doha-belum-tutup-permanen,Qatar Bicara Soal Kantor Politik Hamas di Doha Belum Tutup Permanen,"Otoritas Qatar mengungkapkan bahwa para pemimpin Hamas saat ini sedang tidak berada di Doha, ibu kota Qatar",0,0,0,0
2025-07-18,https://news.detik.com/berita/d-8017416/mk-bilang-tak-segampang-itu-ubah-rp-1-000-jadi-rp-1,MK Bilang Tak Segampang Itu Ubah Rp 1.000 Jadi Rp 1,Mahkamah Konstitusi (MK) menolak gugatan yang meminta redenominasi atau penyederhanaan rupiah dari Rp 1,0,1,0,4
2025-07-30,https://news.detik.com/berita/d-8036299/melawan-vonis-tom-lembong-singgung-soal-ekonomi-kapitalis,"Melawan Vonis, Tom Lembong Singgung soal Ekonomi Kapitalis","Kubu mantan Menteri Perdagangan Thomas Trikasih Lembong atau Tom Lembong telah mengajukan banding vonis 4,5 tahun penjara di kasus korupsi impor gula",1,1,0,6
2025-03-23,https://news.detik.com/internasional/d-7837033/korsel-umumkan-bencana-nasional-usai-kebakaran-hutan-tewaskan-4-orang,Korsel Umumkan Bencana Nasional Usai Kebakaran Hutan Tewaskan 4 Orang,Pemerintah Korea Selatan (Korsel) mengumumkan status bencana nasional imbas kebakaran hutan besar melanda wilayah tenggara negaranya,0,0,1,1
2025-04-30,https://news.detik.com/berita/d-7892843/jokowi-tuduhan-ijazah-palsu-masalah-ringan-tapi-dibawa-ke-hukum-agar-jelas,"Jokowi: Tuduhan Ijazah Palsu Masalah Ringan, tapi Dibawa ke Hukum Agar Jelas",Presiden ke-7 Joko Widodo (Jokowi) telah keluar dari gedung Polda Metro Jaya,1,0,0,2
2024-10-17,https://news.detik.com/berita/d-7593423/ahmad-doli-raih-tokoh-transformasi-politik-dan-demokrasi-ini-untuk-rakyat,Ahmad Doli Raih Tokoh Transformasi Politik dan Demokrasi: Ini untuk Rakyat,Ketua Komisi II DPR RI periode 2019-2024 Ahmad Doli Kurnia menjadi Tokoh Transformasi Politik dan Demokrasi detikcom Awards 2024,1,0,0,2
2025-01-24,https://news.detik.com/berita/d-7748405/jokowi-dan-hatta-rajasa-makan-siang-bareng-di-solo-bahas-politik-ekonomi,"Jokowi dan Hatta Rajasa Makan Siang Bareng di Solo, Bahas Politik-Ekonomi","Ketua Majelis Penasihat PAN Hatta Rajasa bertemu dan makan siang bersama Presiden ke-7 RI Joko Widodo (Jokowi) di Kota Solo, Jawa Tengah",1,0,0,2
2025-07-30,https://news.detik.com/berita/d-8036667/ri-puji-rencana-inggris-akui-negara-palestina-berharap-diikuti-negara-lain,"RI Puji Rencana Inggris Akui Negara Palestina, Berharap Diikuti Negara Lain",Inggris bakal mengakui Negara Palestina pada September mendatang,0,0,1,1
2025-02-19,https://news.detik.com/berita/d-7784901/kpk-tetap-panggil-hasto-kristiyanto-20-februari-semoga-patuh-hukum,KPK Tetap Panggil Hasto Kristiyanto 20 Februari: Semoga Patuh Hukum,Tim hukum PDIP meminta KPK menunda pemeriksaan kepada Hasto Kristiyanto (HK) hingga gugatan praperadilan dari Sekjen PDIP itu diputus pengadilan,0,1,0,4
2025-02-17,https://news.detik.com/berita/d-7782729/kapolri-perlu-sinergi-penegakan-hukum-terkait-unsur-kesengajaan-karhutla,Kapolri: Perlu Sinergi Penegakan Hukum Terkait Unsur Kesengajaan Karhutla,Polri berkomitmen untuk membantu penegakan hukum di seluruh wilayah hutan Indonesia,0,0,1,1
2024-12-14,https://news.detik.com/pilkada/d-7685957/menerka-jalan-politik-ridwan-kamil-selanjutnya-usai-kalah-di-pilgub-jakarta,Menerka Jalan Politik Ridwan Kamil Selanjutnya Usai Kalah di Pilgub Jakarta,"Calon Gubernur Jakarta nomor urut 1, Ridwan Kamil (RK), menyatakan telah menerima hasil Pilkada Jakarta 2024 yang dimenangkan oleh Pramono Anung-Rano Karno",0,0,0,0
2024-07-10,https://news.detik.com/berita/d-7432486/puan-parlemen-remaja-ajang-pembelajaran-politik-ke-generasi-muda,Puan: Parlemen Remaja Ajang Pembelajaran Politik ke Generasi Muda,DPR RI kembali membuka program Parlemen Remaja bagi pelajar tingkat Sekolah Menengah Atas (SMA) dan sederajat,1,0,0,2
2025-01-02,https://news.detik.com/berita/d-7715155/presidential-threshold-hilang-pdip-akan-bikin-rekayasa-konstitusional-koalisi,"Presidential Threshold Hilang, PDIP Akan Bikin Rekayasa Konstitusional Koalisi",PDIP merespons putusan Mahkamah Konstitusi (MK) yang menghapus ambang batas atau presidential threshold (PT) minimal 20% kursi DPR atau memperoleh 25% suara sah nasional di pemilu sebelumnya sebagai syarat pencalonan Presiden dan Wakil Presiden,1,1,1,7
2025-06-08,https://news.detik.com/berita/d-7954004/ppp-hormati-jokowi-pilih-psi-kami-tak-pernah-melamarnya-jadi-caketum,PPP Hormati Jokowi Pilih PSI: Kami Tak Pernah Melamarnya Jadi Caketum,Presiden ke-7 RI Joko Widodo (Jokowi) memilih Partai Solidarits Indonesia (PSI) saat ditanya mengenai kemungkinan masuk pada bursa calon ketua umum Partai Persatuan Pembangunan (PPP),1,0,1,3
2025-01-11,https://news.detik.com/berita/d-7727001/mengapa-peringatan-bulan-k3-nasional-dimulai-setiap-12-januari,Mengapa Peringatan Bulan K3 Nasional Dimulai Setiap 12 Januari?,Bulan Keselamatan dan Kesehatan Kerja (K3) Nasional diperingati mulai tanggal 12 Januari sampai 12 Februari setiap tahunnya,0,0,1,1
2025-01-28,https://news.detik.com/adv-nhl-detikcom/d-7753132/capaian-sektor-industri-nasional-selama-100-hari-kabinet-merah-putih,Capaian Sektor Industri Nasional Selama 100 Hari Kabinet Merah Putih,Pemerintahan Prabowo Subianto-Gibran Rakabuming Raka genap memasuki 100 hari pada 28 Januari 2025,1,0,1,3
2024-12-31,https://news.detik.com/berita/d-7710588/ahli-hukum-nilai-teknologi-ai-bisa-prediksi-potensi-korupsi-mark-up-anggaran,Ahli Hukum Nilai Teknologi AI Bisa Prediksi Potensi Korupsi-Mark Up Anggaran,Presiden Prabowo Subianto meminta mark up anggaran pemerintah harus dihentikan,1,0,1,3
2024-11-08,https://news.detik.com/internasional/d-7627940/biden-minta-warga-as-turunkan-suhu-politik-usai-trump-menang-pilpres,Biden Minta Warga AS Turunkan Suhu Politik Usai Trump Menang Pilpres,Presiden Amerika Serikat (AS) Joe Biden meminta warganya untuk menurunkan suhu politik usai Donald Trump dinyatakan memenangkan Pemilihan Presiden (Pilpres) AS 2024,1,0,0,2
2025-02-24,https://news.detik.com/foto-news/d-7793448/kpk-bakal-lelang-harta-rampasan-koruptor-ini-contohnya,"KPK Bakal Lelang Harta Rampasan Koruptor, Ini Contohnya",Jakarta - KPK melelang 203 barang hasil rampasan perkara korupsi yang sudah berkekuatan hukum tetap,0,1,0,4
2025-06-12,https://news.detik.com/berita/d-7961406/legislator-sebut-revisi-kuhap-atur-penyidik-harus-sarjana-hukum-masuk-akal,Legislator Sebut Revisi KUHAP Atur Penyidik Harus Sarjana Hukum Masuk Akal,"Anggota Komisi III DPR, Rudianto Lallo, menilai usulan Wakil Ketua KPK Johanis Tanak agar penyelidik dan penyidik memiliki latar belakang sarjana hukum dalam revisi KUHAP masuk akal",1,0,0,2
2025-05-16,https://news.detik.com/berita/d-7916736/kapolri-dan-mentan-panen-raya-jagung-di-bone-dukung-ketahanan-pangan-nasional,"Kapolri dan Mentan Panen Raya Jagung di Bone, Dukung Ketahanan Pangan Nasional","Kapolri Jenderal Listyo Sigit Prabowo bersama Menteri Pertanian (Mentan) Andi Amran Sulaiman melaksanakan kegiatan panen raya jagung di Bone, Sulawesi Selatan",1,0,0,2
2025-02-01,https://news.detik.com/berita/d-7758851/kakek-prabowo-diusulkan-jadi-pahlawan-nasional-kemensos-lakukan-kajian,"Kakek Prabowo Diusulkan Jadi Pahlawan Nasional, Kemensos Lakukan Kajian",Pemerintah Kabupaten Banyumas akan mengusulkan Raden Margono Djojohadikusumo sebagai Pahlawan Nasional,0,0,1,1
2025-03-23,https://news.detik.com/berita/d-7837768/projo-serukan-lawan-teror-terhadap-tempo-dan-pers-nasional,Projo Serukan Lawan Teror terhadap Tempo dan Pers Nasional,Ketua Umum Projo Budi Arie Setiadi menilai teror terhadap media Tempo yang terjadi belakangan ini harus dilawan,0,0,0,0
2025-03-19,https://news.detik.com/internasional/d-7830834/china-hukum-mati-eks-insinyur-karena-bocorkan-rahasia-negara,China Hukum Mati Eks Insinyur karena Bocorkan Rahasia Negara,Seorang mantan insinyur China dijatuhi hukuman mati karena membocorkan rahasia negara kepada kekuatan asing,0,1,1,5
2025-04-28,https://news.detik.com/berita/d-7890129/diperingati-29-april-ini-serba-serbi-hari-posyandu-nasional-2025,"Diperingati 29 April, Ini Serba-serbi Hari Posyandu Nasional 2025",Hari Posyandu Nasional diperingati setiap tahun pada tanggal 29 April,0,0,1,1
